530,1037,1748634115.4874697
529,1036,1748634115.519449
527,1036,1748634115.55043
523,1035,1748634115.5824091
521,1034,1748634115.6133907
517,1034,1748634115.64437
505,1041,1748634115.6763525
501,1043,1748634115.7083313
497,1047,1748634115.7403133
493,1051,1748634115.7732923
482,1058,1748634115.8052716
480,1060,1748634115.8382518
477,1063,1748634115.870233
475,1064,1748634115.902212
475,1064,1748634115.935193
475,1064,1748634115.9661732
475,1064,1748634115.9981532
475,1064,1748634116.0301323
475,1064,1748634116.0631118
475,1064,1748634116.0950933
475,1064,1748634116.128072
475,1064,1748634116.1600518
475,1064,1748634116.229011
475,1064,1748634116.365925
475,1064,1748634116.4049013
476,1063,1748634116.445876
477,1063,1748634116.4838524
477,1063,1748634116.5298243
478,1062,1748634116.565803
478,1062,1748634116.5987816
478,1061,1748634116.633761
478,1060,1748634116.6657395
480,1060,1748634116.7007174
481,1059,1748634116.732698
482,1058,1748634116.7646782
485,1054,1748634116.7986581
493,1047,1748634116.830638
538,1018,1748634116.8616188
666,960,1748634116.8935993
797,899,1748634116.9255795
933,822,1748634116.958559
1002,781,1748634116.9925394
1081,686,1748634117.1024709
1095,675,1748634117.1344507
1112,663,1748634117.168429
1138,647,1748634117.2004092
1171,620,1748634117.2313895
1218,587,1748634117.2633705
1265,565,1748634117.296351
1283,551,1748634117.32733
1304,533,1748634117.3593106
1369,512,1748634117.3912919
1501,497,1748634117.4252708
1595,484,1748634117.4572508
1649,476,1748634117.4932284
1658,476,1748634117.5252082
1670,479,1748634117.559187
1684,483,1748634117.5911684
1693,485,1748634117.6231475
1701,494,1748634117.6551273
1724,513,1748634117.6921048
1752,535,1748634117.724085
1785,555,1748634117.7560658
1835,575,1748634117.7900448
1848,576,1748634117.8220248
1860,576,1748634117.8530066
1864,574,1748634117.8839862
1867,572,1748634117.9149668
1869,570,1748634117.946947
1874,566,1748634117.9789271
1878,558,1748634118.009908
1877,552,1748634118.0408907
1877,551,1748634118.0728698
1876,549,1748634118.1061077
1876,549,1748634118.1389406
1876,549,1748634118.1729198
1876,549,1748634118.2049
1876,549,1748634118.2358813
1876,549,1748634118.266862
1875,549,1748634118.301839
1872,548,1748634118.3328218
1868,548,1748634118.3638027
1866,548,1748634118.394783
1866,548,1748634118.4257638
1866,548,1748634118.4567447
1866,548,1748634118.4887228
1866,548,1748634118.521703
1866,548,1748634118.553684
1866,548,1748634118.5876617
1866,548,1748634118.6196437
1866,548,1748634118.650624
1866,548,1748634118.6816044
1866,548,1748634118.7135842
1866,548,1748634118.7445657
1866,548,1748634118.7765455
1866,548,1748634118.8075278
1866,548,1748634118.839507
1866,548,1748634118.8714864
1866,548,1748634118.9031122
1866,548,1748634118.9340932
1866,548,1748634118.9650736
1866,548,1748634118.996055
1866,548,1748634119.0270367
1866,548,1748634119.058017
1866,548,1748634119.089164
1866,548,1748634119.1221814
1866,548,1748634119.1535466
1866,548,1748634119.184657
1866,548,1748634119.2156699
1866,548,1748634119.2467227
1866,548,1748634119.2781827
1866,548,1748634119.3091986
1866,548,1748634119.340363
1866,548,1748634119.371251
1866,548,1748634119.4023945
1866,548,1748634119.433366
1866,548,1748634119.4649036
1866,548,1748634119.4958644
1866,548,1748634119.5273569
1866,548,1748634119.5591178
1866,548,1748634119.5906384
1866,548,1748634119.622466
1866,548,1748634119.6536646
1866,548,1748634119.6852489
1866,548,1748634119.7165
1866,548,1748634119.7474952
1866,548,1748634119.779183
1866,548,1748634119.8100169
1866,548,1748634119.8410025
